"FULLNAME","STREETPREFIX","STREETNAME","STREETTYPE","STREETSUFFIX","LEFTFROMADDRESS","LEFTTOADDRESS","RIGHTFROMADDRESS","RIGHTTOADDRESS","geometry.paths"
"Appaloosa Avenue"," ","Appaloosa","Avenue"," ",11,51,10,54,"[[[698738.7100000009,5157813.51],[698720.2699999996,5158027.220000001],[698719.2699999996,5158035.779999999],[698718.1600000001,5158040.539999999],[698717.1899999995,5158044.380000001],[698715.0500000007,5158049.039999999],[698712.7799999993,5158052.18],[698711.6199999992,5158053.390000001],[698710.0999999996,5158054.720000001],[698708.0500000007,5158056.18],[698705.0800000001,5158057.73],[698701.6400000006,5158058.890000001],[698700.4199999999,5158059.140000001],[698699.5800000001,5158059.279999999],[698695.5999999996,5158059.470000001],[698686.6799999997,5158058.98],[698626.8100000005,5158055.369999999],[698473.7100000009,5158043.8100000005]]]"
"Palomino Drive"," ","Palomino","Drive"," ",37,111,42,108,"[[[698738.7100000009,5157813.51],[698640.4100000001,5157805.039999999],[698637.2599999998,5157804.630000001],[698632.9000000004,5157804.0600000005],[698629.8000000007,5157803.359999999],[698627.3800000008,5157802.68],[698624.9100000001,5157801.85],[698622.7200000007,5157800.949999999],[698621.6799999997,5157800.41],[698619.8100000005,5157799.529999999],[698614.7599999998,5157797.210000001],[698569.7699999996,5157773.779999999],[698563.1999999993,5157770.42],[698560.3399999999,5157768.949999999],[698557.1500000004,5157767.33],[698554.1899999995,5157765.84],[698551.6999999993,5157764.73],[698547.5,5157763.130000001],[698544.1799999997,5157761.98],[698529.6400000006,5157759.41],[698521.6400000006,5157759.9],[698520.25,5157760.210000001],[698518.8300000001,5157760.470000001],[698515.6699999999,5157761.300000001],[698513.8900000006,5157761.82],[698512.3300000001,5157762.42],[698509.9000000004,5157763.59],[698508.3900000006,5157764.449999999],[698506.3200000003,5157765.76],[698503.9700000007,5157767.57],[698501.3100000005,5157769.99],[698499.0299999993,5157772.99],[698497.25,5157776.0600000005],[698496.1600000001,5157778.4399999995],[698495.1300000008,5157782.4],[698494.5600000005,5157787.289999999],[698473.7100000009,5158043.8100000005]]]"
"Third Line West"," ","Third","Line","West",1201,1261,1202,1260,"[[[698342.5,5158493.1],[698236.3499999996,5158486.470000001]]]"
"Hood Street"," ","Hood","Street"," ",92,96,45,91,"[[[699767.2300000004,5160056.08],[699765.1500000004,5160048.300000001],[699765.5800000001,5160030.76],[699767.7300000004,5160004.130000001],[699771.3900000006,5159934.49],[699773.8699999992,5159895.26]]]"
"Spadina Avenue"," ","Spadina","Avenue"," ",131,195,130,200,"[[[700645.3499999996,5155807.66],[700631.7100000009,5156010.890000001]]]"
"McKenzie Avenue"," ","McKenzie","Avenue"," ",725,741,724,740,"[[[700943.9399999995,5156136.9399999995],[700818.7400000002,5156128.529999999]]]"
"Metzger Street"," ","Metzger","Street"," ",749,775,750,774,"[[[700973.5500000007,5155734.039999999],[700848.4399999995,5155726.210000001]]]"
"Metzger Street"," ","Metzger","Street"," ",707,747,708,748,"[[[701099.6600000001,5155743.9],[700973.5500000007,5155734.039999999]]]"
"Central Street"," ","Central","Street"," ",95,119,96,120,"[[[701099.6600000001,5155743.9],[701092.4000000004,5155844.33]]]"
"Town Line Road"," ","Town Line","Road"," ",957,1297,950,1316,"[[[694281.6600000001,5156605.02],[694245.0199999996,5157214.59],[694229.3399999999,5157464.289999999],[694202.8100000005,5157857.130000001],[694179.4499999993,5158154.32],[694176.8100000005,5158213.93],[694178.0199999996,5158221.869999999],[694179.8699999992,5158226.02],[694181.8900000006,5158229.029999999]]]"
"Carpin Beach Road"," ","Carpin Beach","Road"," ",983,1241,982,1242,"[[[695891.5700000003,5156713.76],[695814.9000000004,5157804.76]]]"
"Carpin Beach Road"," ","Carpin Beach","Road"," ",1243,1365,1244,1366,"[[[695814.9000000004,5157804.76],[695811.8399999999,5157869.49],[695787.2200000007,5158217.1899999995]]]"
"Moss Road"," ","Moss","Road"," ",171,599,172,596,"[[[701444.0399999991,5158708.779999999],[701439.9100000001,5158793.02],[701436.2300000004,5158887.75],[701430.7300000004,5159006.050000001],[701425.8599999994,5159068.460000001],[701424.1099999994,5159108.3100000005],[701404.8300000001,5159412.970000001],[701401.3499999996,5159480.6],[701399.7300000004,5159507.949999999],[701398.3499999996,5159530.48],[701392.8399999999,5159592.27],[701380.0199999996,5159791.630000001],[701375.1099999994,5159879.1],[701373.7799999993,5159890.82],[701371.8399999999,5159899.6899999995],[701366.4800000004,5159908.880000001],[701356.9900000002,5159914.33],[701345.3499999996,5159915.98],[701287.5999999996,5159912.0600000005],[701222.9199999999,5159907.07],[701202.9199999999,5159907.039999999],[701192.5399999991,5159908.82],[701181.3699999992,5159914.42],[701173.6300000008,5159922.640000001],[701169.1099999994,5159934.91],[701164.8800000008,5160013.73],[701158.3399999999,5160124.08],[701152.5999999996,5160225.359999999],[701148.5099999998,5160299.17]]]"
"Allen's Side Road"," ","Allen's Side","Road"," ",465,603,400,598,"[[[699144.4399999995,5156931.58],[699129.3300000001,5157168.3100000005],[699104.1799999997,5157550.529999999],[699084.2300000004,5157864.460000001]]]"
"Nixon Road"," ","Nixon","Road"," ",325,461,318,444,"[[[698496.3200000003,5156347.369999999],[698457.3000000007,5156883.970000001]]]"
"Nixon Road"," ","Nixon","Road"," ",263,323,264,316,"[[[698514.6500000004,5156096.720000001],[698496.3200000003,5156347.369999999]]]"
"Ellis Road"," ","Ellis","Road"," ",63,93,60,98,"[[[698763.7100000009,5156365.960000001],[698496.3200000003,5156347.369999999]]]"
"Rex Avenue"," ","Rex","Avenue"," ",44,44,43,45,"[[[698773.0099999998,5156249.550000001],[698763.7100000009,5156365.960000001]]]"
"Ransome Drive"," ","Ransome","Drive"," ",99,115,98,112,"[[[698773.0099999998,5156249.550000001],[698647.8000000007,5156240.66]]]"
"Anderson Road"," ","Anderson","Road"," ",23,65,50,68,"[[[698320.4900000002,5156875.91],[698312.2599999998,5156989.51],[698306.8100000005,5157050.48],[698299.9399999995,5157114.0600000005]]]"
"Second Line West"," ","Second","Line","West",1273,1291,1266,1302,"[[[698320.4900000002,5156875.91],[698185.1600000001,5156866.720000001]]]"
"Second Line West"," ","Second","Line","West",1251,1271,1226,1264,"[[[698457.3000000007,5156883.970000001],[698320.4900000002,5156875.91]]]"
"Roosevelt Avenue"," ","Roosevelt","Avenue"," ",153,193,154,194,"[[[699900.1799999997,5156576.82],[699894.9499999993,5156647.18],[699886.9700000007,5156761.99],[699884.0199999996,5156810.25],[699881.7400000002,5156847.539999999],[699880.5700000003,5156853.48],[699878.5800000001,5156859.5],[699875.6799999997,5156864.390000001],[699872.2200000007,5156868.699999999],[699868.1799999997,5156873.02],[699864.9499999993,5156875.640000001],[699861.2400000002,5156877.9399999995],[699854.75,5156880.9399999995],[699847.1400000006,5156882.84],[699837.9299999997,5156883.24],[699728.7100000009,5156876.65]]]"
"Marwayne Avenue"," ","Marwayne","Avenue"," ",0,0,0,0,"[[[706255.2200000007,5155997.09],[706270.2200000007,5155997.1899999995]]]"
"Palace Drive"," ","Palace","Drive"," ",23,79,26,78,"[[[706774.8800000008,5155741.369999999],[706765.3200000003,5155958.09]]]"
"McNabb Street"," ","McNabb","Street"," ",406,494,401,485,"[[[706517.4900000002,5155549.49],[706880.1199999992,5155562.59]]]"
"Princess Crescent"," ","Princess","Crescent"," ",83,151,82,150,"[[[706605.6300000008,5155852.49],[706602.2200000007,5155939.6899999995],[706604.1300000008,5155946.369999999],[706611.8300000001,5155950.390000001],[706765.3200000003,5155958.09]]]"
"Princess Crescent"," ","Princess","Crescent"," ",1,81,10,80,"[[[706774.8800000008,5155741.369999999],[706619.1300000008,5155734.58],[706612.8900000006,5155739.41],[706609.8200000003,5155744.68],[706605.6300000008,5155852.49]]]"
"Crawford Avenue"," ","Crawford","Avenue"," ",3,45,4,46,"[[[706127.7899999991,5154835.09],[706120.4600000009,5155028.99]]]"
"Montgomery Avenue"," ","Montgomery","Avenue"," ",6,40,3,39,"[[[705819.9900000002,5155117.800000001],[706022.8900000006,5155124.779999999]]]"
"Borron Avenue"," ","Borron","Avenue"," ",83,123,0,0,"[[[705631.9199999999,5154619.41],[705730.7799999993,5154623]]]"
"Borron Avenue"," ","Borron","Avenue"," ",73,81,0,0,"[[[705525.1400000006,5154615.3100000005],[705631.9199999999,5154619.41]]]"
"Amber Street"," ","Amber","Street"," ",117,143,118,148,"[[[710109.4000000004,5154877.77],[710022.6099999994,5154934.5600000005]]]"
"Amber Street"," ","Amber","Street"," ",165,175,170,176,"[[[709943.1999999993,5154986.5600000005],[709863.4000000004,5155038.77]]]"
"Amber Street"," ","Amber","Street"," ",145,163,150,168,"[[[710022.6099999994,5154934.5600000005],[709943.1999999993,5154986.5600000005]]]"
"Queen Street East"," ","Queen","Street","East",0,0,0,0,"[[[710691.7400000002,5154972.57],[710834.5099999998,5155282.8100000005]]]"
"Willowdale Street"," ","Willowdale","Street"," ",19,101,20,102,"[[[710722.7400000002,5154886.91],[710785.5099999998,5154852.07],[710788.8300000001,5154850.77],[710794.9100000001,5154850.84],[710803.25,5154855.029999999],[710814.1300000008,5154870.869999999],[710906.5500000007,5155030.25]]]"
"Lorna Drive"," ","Lorna","Drive"," ",13,121,4,110,"[[[710340.6199999992,5154356.539999999],[710289.1300000008,5154380.6],[710284.3200000003,5154382.84],[710282.2599999998,5154383.85],[710278.1999999993,5154385.82],[710273.0299999993,5154388.66],[710268.2400000002,5154392.77],[710265.7899999991,5154396.27],[710264.1600000001,5154400.09],[710263.3200000003,5154404.32],[710263.3200000003,5154408.02],[710263.4399999995,5154408.75],[710264.2699999996,5154412.35],[710266.8900000006,5154418.76],[710268.7599999998,5154423.01],[710276.3300000001,5154439.800000001],[710332.3100000005,5154559.369999999],[710356.6300000008,5154594.609999999],[710368.4199999999,5154611.32],[710372.4399999995,5154616.83],[710379.7899999991,5154622.449999999],[710384.0800000001,5154624.890000001],[710391.4700000007,5154627.5600000005],[710396.8800000008,5154628.550000001],[710402.4000000004,5154628.789999999],[710406.3599999994,5154628.470000001],[710406.9499999993,5154628.390000001],[710408.9399999995,5154628.02],[710413.6099999994,5154626.960000001],[710415.75,5154626.050000001],[710419.4600000009,5154624.4399999995],[710421.4600000009,5154623.52],[710423.9900000002,5154622.369999999],[710455.4499999993,5154607.1]]]"
"River Road"," ","River","Road"," ",70,250,71,249,"[[[710828.1199999992,5154715.300000001],[710852.7899999991,5154755.119999999],[711015.8399999999,5155032.85],[711062.2200000007,5155113.17],[711115.4900000002,5155202.33],[711193.6400000006,5155337.029999999],[711210.7799999993,5155369.01]]]"
"Parkshore Drive"," ","Parkshore","Drive"," ",21,123,48,116,"[[[710667.8300000001,5154423.1],[710641.25,5154365.82],[710633.1699999999,5154349.039999999],[710629.8000000007,5154343.6899999995],[710625.9299999997,5154340.130000001],[710621.9800000004,5154337.8100000005],[710617.1400000006,5154336.33],[710614.4100000001,5154336.07],[710610.3100000005,5154336.43],[710607.1099999994,5154337.609999999],[710595.6400000006,5154343.5],[710522.8300000001,5154389.92],[710513.0700000003,5154396.630000001],[710509.5999999996,5154401.32],[710507.9700000007,5154405.09],[710506.9900000002,5154409.6899999995],[710506.8599999994,5154412.869999999],[710508.7799999993,5154420.8100000005],[710511.8699999992,5154428.02],[710584.8100000005,5154586.1899999995]]]"
"Queen Street East"," ","Queen","Street","East",0,0,0,0,"[[[710395.4499999993,5154330.92],[710529.4800000004,5154621.4399999995]]]"
"Parkshore Drive"," ","Parkshore","Drive"," ",7,19,4,10,"[[[710707.3200000003,5154506.949999999],[710700,5154492.27],[710674.9100000001,5154437.859999999],[710667.8300000001,5154423.1]]]"
"Copernicus Drive"," ","Copernicus","Drive"," ",5,69,2,60,"[[[710340.6199999992,5154356.539999999],[710455.4499999993,5154607.1]]]"
"Lorna Drive"," ","Lorna","Drive"," ",1,11,0,0,"[[[710395.4499999993,5154330.92],[710340.6199999992,5154356.539999999]]]"
"River Road"," ","River","Road"," ",0,0,0,0,"[[[710707.3200000003,5154506.949999999],[710795.0099999998,5154447.460000001]]]"
"Birchwood Street"," ","Birchwood","Street"," ",215,243,210,244,"[[[710101.7100000009,5154708.050000001],[710178.9900000002,5154832.16]]]"
"Taskar Drive"," ","Taskar","Drive"," ",2,126,1,129,"[[[710495.1400000006,5154692.720000001],[710475.25,5154702.0600000005],[710440.1600000001,5154718.140000001],[710407.6799999997,5154731.1899999995],[710385.6699999999,5154734.0600000005],[710369.7100000009,5154732.369999999],[710354.5500000007,5154727.880000001],[710341.7799999993,5154721.57],[710332.5899999999,5154715.3100000005],[710312.8699999992,5154693.43],[710285.0999999996,5154652.720000001],[710281.4900000002,5154650.57],[710278.0399999991,5154649.65],[710274.9700000007,5154648.74],[710271.4199999999,5154649.01],[710262.7599999998,5154651.65],[710251.5099999998,5154658.16],[710232.2400000002,5154669.9399999995],[710213.9600000009,5154682.25],[710210.0299999993,5154688.449999999],[710208.5500000007,5154694.15],[710209.6199999992,5154700.98],[710211.9600000009,5154708.300000001],[710231.9399999995,5154740.949999999],[710254.8800000008,5154777.300000001],[710264.5600000005,5154794.9],[710270.7799999993,5154812.35]]]"
"Kerr Drive"," ","Kerr","Drive"," ",21,71,16,70,"[[[710628.2100000009,5155012.18],[710443.6099999994,5155133.66]]]"
"Amber Street"," ","Amber","Street"," ",13,71,14,54,"[[[710536.0199999996,5154779.57],[710459.5999999996,5154811.67],[710457.3000000007,5154812.77],[710455,5154813.77],[710452.5999999996,5154814.77],[710450.3000000007,5154815.77],[710447.9000000004,5154816.67],[710445.5,5154817.57],[710443.0999999996,5154818.369999999],[710440.6999999993,5154819.17],[710438.2100000009,5154819.970000001],[710435.8100000005,5154820.67],[710433.3100000005,5154821.369999999],[710430.9100000001,5154821.970000001],[710428.4100000001,5154822.57],[710425.9100000001,5154823.07],[710423.4000000004,5154823.57],[710420.9100000001,5154824.07],[710418.3100000005,5154824.460000001],[710415.8100000005,5154824.869999999],[710413.3100000005,5154825.17],[710410.8000000007,5154825.460000001],[710408.2100000009,5154825.67],[710405.7100000009,5154825.869999999],[710403.1099999994,5154825.960000001],[710400.5999999996,5154826.07],[710398.0099999998,5154826.17],[710395.5099999998,5154826.17],[710392.9100000001,5154826.17],[710390.4000000004,5154826.07],[710387.8100000005,5154825.869999999],[710383.8100000005,5154825.67],[710329.8100000005,5154820.26],[710313.1999999993,5154818.02],[710313.6999999993,5154818.09],[710313.3499999996,5154818.039999999],[710270.7799999993,5154812.35]]]"
"Parkland Crescent"," ","Parkland","Crescent"," ",117,215,116,214,"[[[710536.0199999996,5154779.57],[710558.7300000004,5154828.51],[710592.3800000008,5154901.8100000005],[710593.2699999996,5154906.16],[710593.3499999996,5154909.539999999],[710593.0500000007,5154912.119999999],[710592.4100000001,5154914.890000001],[710591.3200000003,5154917.6899999995],[710588.0500000007,5154922.75],[710586.0199999996,5154924.699999999],[710582.1999999993,5154927.390000001],[710403.9199999999,5155043.859999999],[710390.8200000003,5155052.859999999]]]"
"Birchwood Street"," ","Birchwood","Street"," ",197,213,186,208,"[[[710052.4000000004,5154629.01],[710101.7100000009,5154708.050000001]]]"
"Queen Street East"," ","Queen","Street","East",0,0,0,0,"[[[710529.4800000004,5154621.4399999995],[710591.0899999999,5154755.880000001]]]"
"Copernicus Drive"," ","Copernicus","Drive"," ",71,83,62,80,"[[[710455.4499999993,5154607.1],[710495.1400000006,5154692.720000001]]]"
"Copernicus Drive"," ","Copernicus","Drive"," ",0,0,82,96,"[[[710495.1400000006,5154692.720000001],[710536.0199999996,5154779.57]]]"
"River Road"," ","River","Road"," ",2,6,1,3,"[[[710529.4800000004,5154621.4399999995],[710584.8100000005,5154586.1899999995]]]"
"Amber Street"," ","Amber","Street"," ",1,11,2,12,"[[[710591.0899999999,5154755.880000001],[710536.0199999996,5154779.57]]]"
"Parkland Crescent"," ","Parkland","Crescent"," ",217,303,216,298,"[[[710390.8200000003,5155052.859999999],[710377.7100000009,5155061.859999999],[710287.2799999993,5155119.130000001],[710283.3699999992,5155121.3100000005],[710282.5999999996,5155121.630000001],[710280.3599999994,5155122.33],[710277.8699999992,5155122.869999999],[710274.3900000006,5155123.09],[710272,5155122.890000001],[710269.2799999993,5155122.32],[710265.8399999999,5155120.99],[710263.3200000003,5155119.550000001],[710261.0099999998,5155117.800000001],[710257.9600000009,5155114.4],[710255.4900000002,5155110.76],[710209.6999999993,5155038.050000001]]]"
"Amber Street"," ","Amber","Street"," ",101,115,98,116,"[[[710178.9900000002,5154832.16],[710132.5,5154862.67],[710109.4000000004,5154877.77]]]"
"Amber Street"," ","Amber","Street"," ",73,99,56,96,"[[[710270.7799999993,5154812.35],[710249.0199999996,5154813.380000001],[710238.4800000004,5154815.24],[710215.9299999997,5154819.83],[710198.3699999992,5154825.49],[710178.9900000002,5154832.16]]]"
"Parkland Crescent"," ","Parkland","Crescent"," ",325,341,324,330,"[[[710160.5099999998,5154959.369999999],[710109.4000000004,5154877.77]]]"
"Parkland Crescent"," ","Parkland","Crescent"," ",305,323,300,322,"[[[710209.6999999993,5155038.050000001],[710160.5099999998,5154959.369999999]]]"
"Allard Street"," ","Allard","Street"," ",121,153,120,150,"[[[706346.2200000007,5155999.09],[706341.9299999997,5156100.890000001],[706340.9199999999,5156133.49]]]"
"Pine Street"," ","Pine","Street"," ",377,479,422,470,"[[[706552.2799999993,5154585.9399999995],[706546.6099999994,5154723.369999999],[706542.0800000001,5154849.539999999]]]"
"MacDonald Avenue"," ","MacDonald","Avenue"," ",356,382,383,391,"[[[706627.9100000001,5154851.59],[706767.5099999998,5154857.27]]]"
"Elizabeth Street"," ","Elizabeth","Street"," ",437,445,436,450,"[[[706857.4100000001,5154715.6899999995],[706853.9499999993,5154778.050000001]]]"
"Elizabeth Street"," ","Elizabeth","Street"," ",423,435,428,434,"[[[706858.7699999996,5154682.42],[706857.4100000001,5154715.6899999995]]]"
"Koprash Court"," ","Koprash","Court"," ",7,83,6,84,"[[[706638.1500000004,5155031.6899999995],[706746.6899999995,5155035.68],[706756.8200000003,5155036.789999999],[706763.0800000001,5155038.9399999995],[706765.5999999996,5155041.380000001],[706766.8900000006,5155043.27],[706767.8399999999,5155046.82],[706768.1999999993,5155050.470000001],[706768.3300000001,5155054.48],[706767.1500000004,5155103.619999999],[706766.8200000003,5155109.359999999],[706765.3599999994,5155116.57],[706762.8900000006,5155121.01],[706761.9600000009,5155122.08],[706760.0299999993,5155123.630000001],[706757.3599999994,5155124.890000001],[706754.9800000004,5155125.48],[706751.4800000004,5155125.83],[706739.4000000004,5155125.6],[706634.8200000003,5155122.41]]]"
